Chrono;Fourn.;Article;UC;Prix brut;Validit
103;4010COINFR;A2349;Kg;Depuis le 08/12/2021, 2,9000 EUR/Kg;E
103;4010COINFR;A0161;Kg;Depuis le 12/10/2021, 5,3900 EUR/Kg;E
103;4010COINFR;A1325;Kg;Depuis le 26/08/2021, 5,3900 EUR/Kg;E
103;4010COINFR;A1056;Kg;Depuis le 26/08/2021, 1,7200 EUR/Kg;E
103;4010COINFR;A1244;Kg;Depuis le 30/11/2021, 4,5000 EUR/Kg;E
103;4010COINFR;A0449;P;Depuis le 28/10/2021, 0,8800 EUR/P;E
103;4010COINFR;A0162;Kg;Depuis le 06/10/2021, 1,4200 EUR/Kg;E
103;4010COINFR;A0454;Kg;Depuis le 06/10/2021, 0,9800 EUR/Kg;E
103;4010COINFR;A0450;Kg;Depuis le 26/08/2021, 1,6700 EUR/Kg;E
103;4010COINFR;A2348;Kg;Depuis le 07/12/2021, 2,1000 EUR/Kg;E
103;4010COINFR;A0163;Kg;Depuis le 26/08/2021, 1,6200 EUR/Kg;E
103;4010COINFR;A0164;Kg;Depuis le 06/10/2021, 3,4300 EUR/Kg;E
103;4010COINFR;A0165;Kg;Depuis le 12/10/2021, 1,7600 EUR/Kg;E
103;4010COINFR;A2460;Kg;Depuis le 13/01/2022, 3,5000 EUR/Kg;E
103;4010COINFR;A0166;Kg;Depuis le 10/02/2022, 11,0000 EUR/Kg;E
103;4010COINFR;A0167;Kg;Depuis le 06/10/2021, 6,3700 EUR/Kg;E
103;4010COINFR;A1805;Kg;Depuis le 26/08/2021, 6,3700 EUR/Kg;E
103;4010COINFR;A0168;Kg;Depuis le 26/08/2021, 3,8200 EUR/Kg;E
103;4010COINFR;A1332;Kg;Depuis le 20/10/2021, 1,4700 EUR/Kg;E
103;4010COINFR;A1484;Kg;Depuis le 18/11/2021, 4,2300 EUR/Kg;E
103;4010COINFR;A0172;P;Depuis le 12/02/2022, 1,0000 EUR/P;E
103;4010COINFR;A0169;P;Depuis le 26/08/2021, 0,7800 EUR/P;E
103;4010COINFR;A1326;Kg;Depuis le 26/08/2021, 1,7600 EUR/KG;E
103;4010COINFR;A2144;Kg;Depuis le 06/10/2021, 1,4700 EUR/Kg;E
103;4010COINFR;A0171;Kg;Depuis le 26/08/2021, 1,4700 EUR/Kg;E
166;4010CONFIS;A0408;Kg;Depuis le 20/11/2021, 13,8250 EUR/Kg;E
40;4010COPA;A0635;Kg;Depuis le 11/06/2021, 9,3500 EUR/Kg;E
40;4010COPA;A0029;Kg;Depuis le 11/06/2021, 6,3000 EUR/Kg;E
40;4010COPA;A0031;Kg;Depuis le 11/06/2021, 7,8000 EUR/Kg;E
40;4010COPA;A0583;Kg;Depuis le 10/06/2021, 9,1997 EUR/Kg;E
40;4010COPA;A0629;Kg;Depuis le 11/06/2021, 8,9000 EUR/Kg;E
40;4010COPA;A0631;Kg;Depuis le 11/06/2021, 8,8500 EUR/Kg;E
40;4010COPA;A0630;Kg;Depuis le 11/06/2021, 18,0000 EUR/Kg;E
40;4010COPA;A0032;Kg;Depuis le 10/06/2021, 8,7000 EUR/Kg;E
40;4010COPA;A1827;Kg;Depuis le 21/06/2021, 7,2000 EUR/Kg;E
40;4010COPA;A1828;Kg;Depuis le 28/01/2022, 8,5000 EUR/Kg;E
40;4010COPA;A0626;Kg;Depuis le 11/06/2021, 4,3000 EUR/Kg;E
40;4010COPA;A0414;Kg;Depuis le 21/06/2021, 2,6500 EUR/SCH;E
40;4010COPA;A0628;L;Depuis le 11/06/2021, 6,0000 EUR/L;E
40;4010COPA;A0634;Kg;Depuis le 11/06/2021, 8,8500 EUR/Kg;E
40;4010COPA;A0632;Kg;Depuis le 11/06/2021, 6,7300 EUR/Kg;E
40;4010COPA;A0624;Kg;Depuis le 10/06/2021, 5,3800 EUR/Kg;E
40;4010COPA;A0633;L;Depuis le 27/08/2021, 6,5000 EUR/L;E
40;4010COPA;A1014;Kg;Depuis le 29/06/2021, 15,0000 EUR/SCH;E
40;4010COPA;A1015;Kg;Depuis le 29/06/2021, 13,5000 EUR/SCH;E
40;4010COPA;A1013;Kg;Depuis le 29/06/2021, 3,5000 EUR/SCH;E
40;4010COPA;A0898;Kg;Depuis le 29/06/2021, 7,8400 EUR/SCH;E
122;4010CORREG;A1774;Kg;Depuis le 20/08/2021, 5,7000 EUR/SAC;E
54;4010COT;A0832;L;Depuis le 17/06/2021, 27,1500 EUR/U;E
54;4010COT;A1999;U;Depuis le 03/09/2021, 10,9700 EUR/PAK;E
54;4010COT;A2000;U;Depuis le 03/09/2021, 3,7600 EUR/PAK;E
54;4010COT;A2001;U;Depuis le 03/09/2021, 7,9400 EUR/PAK;E
54;4010COT;A2002;U;Depuis le 03/09/2021, 2,5500 EUR/U;E
54;4010COT;A2003;U;Depuis le 03/09/2021, 4,7700 EUR/PAK;E
85;4010COUL;A1062;P;Depuis le 01/07/2021, 5,4400 EUR/SCH;E
85;4010COUL;A1063;PQT;Depuis le 01/07/2021, 1,1500 EUR/PQT;E
85;4010COUL;A2397;CAR;Depuis le 22/12/2021, 1,7900 EUR/SCH;E
85;4010COUL;A1064;P;Depuis le 01/07/2021, 4,0700 EUR/SCH;E
85;4010COUL;A1065;P;Depuis le 01/07/2021, 5,3910 EUR/SCH;E
85;4010COUL;A1066;P;Depuis le 01/07/2021, 3,3900 EUR/SCH;E
85;4010COUL;A1067;P;Depuis le 01/07/2021, 2,1600 EUR/PQT;E
85;4010COUL;A1068;P;Depuis le 01/07/2021, 5,6000 EUR/SCH;E
96;4010COVIA;A1309;P;Depuis le 05/07/2021, 0,2954 EUR/P;E
141;4010CPLR;A2010;Kg;Depuis le 08/09/2021, 12,3900 EUR/Kg;E
92;4010DAR;A1101;Kg;Depuis le 13/01/2022, 6,1000 EUR/Kg;E
92;4010DAR;A1107;Kg;Depuis le 01/07/2021, 4,5500 EUR/Kg;E
92;4010DAR;A1106;Kg;Depuis le 01/07/2021, 4,7000 EUR/Kg;E
92;4010DAR;A1108;Kg;Depuis le 01/07/2021, 4,5000 EUR/Kg;E
92;4010DAR;A1109;Kg;Depuis le 01/07/2021, 12,0000 EUR/Kg;E
92;4010DAR;A1102;Kg;Depuis le 01/07/2021, 6,2000 EUR/Kg;E
92;4010DAR;A1095;Kg;Depuis le 01/07/2021, 6,1000 EUR/Kg;E
92;4010DAR;A1110;Kg;Depuis le 01/07/2021, 4,5000 EUR/Kg;E
92;4010DAR;A1094;Kg;Depuis le 01/07/2021, 7,0000 EUR/Kg;E
92;4010DAR;A1091;Kg;Depuis le 21/01/2022, 6,1000 EUR/Kg;E
92;4010DAR;A1092;Kg;Depuis le 01/07/2021, 5,8500 EUR/Kg;E
92;4010DAR;A1093;Kg;Depuis le 01/07/2021, 6,0000 EUR/Kg;E
92;4010DAR;A1103;Kg;Depuis le 01/07/2021, 6,7000 EUR/Kg;E
92;4010DAR;A1104;Kg;Depuis le 01/07/2021, 3,8000 EUR/Kg;E
92;4010DAR;A1097;Kg;Depuis le 01/07/2021, 5,7000 EUR/Kg;E
92;4010DAR;A1098;Kg;Depuis le 01/07/2021, 6,1500 EUR/Kg;E
92;4010DAR;A1096;Kg;Depuis le 01/07/2021, 5,7000 EUR/Kg;E
92;4010DAR;A1099;Kg;Depuis le 01/07/2021, 5,9000 EUR/Kg;E
92;4010DAR;A1100;Kg;Depuis le 01/07/2021, 5,8000 EUR/Kg;E
92;4010DAR;A1105;Kg;Depuis le 01/07/2021, 2,5000 EUR/Kg;E
14;4010DGF;A0041;Kg;Depuis le 04/06/2021, 13,2000 EUR/Kg;E
14;4010DGF;A0478;Kg;Depuis le 20/09/2021, 40,0000 EUR/SAC;E
14;4010DGF;A0473;Kg;Depuis le 20/09/2021, 27,5000 EUR/SO;E
14;4010DGF;A2265;BTE;Depuis le 18/11/2021, 6,5000 EUR/BTE;E
14;4010DGF;A0475;Kg;Depuis le 04/06/2021, 3,5000 EUR/Kg;E
14;4010DGF;A1829;P;Depuis le 27/08/2021, 51,0000 EUR/CAR;E
14;4010DGF;A0481;Kg;Depuis le 04/06/2021, 29,0000 EUR/Kg;E
14;4010DGF;A0034;P;Depuis le 30/06/2021, 24,0000 EUR/P;E
14;4010DGF;A0477;Kg;Depuis le 04/06/2021, 36,0000 EUR/SO;E
14;4010DGF;A0476;Kg;Depuis le 04/06/2021, 32,0000 EUR/SO;E
14;4010DGF;A0035;P;Depuis le 22/06/2021, 14,0000 EUR/PQT;E
14;4010DGF;A0479;Kg;Depuis le 04/06/2021, 10,0000 EUR/Kg;E
14;4010DGF;A0480;Kg;Depuis le 04/06/2021, 48,5000 EUR/SAC;E
14;4010DGF;A0875;Kg;Depuis le 22/06/2021, 17,0000 EUR/BTE;E
14;4010DGF;A0036;Kg;Depuis le 04/06/2021, 12,5000 EUR/SO;E
14;4010DGF;A0086;Kg;Depuis le 17/01/2022, 1,1600 EUR/Kg;E
14;4010DGF;A0037;Kg;Depuis le 01/12/2021, 1,0000 EUR/Kg;E
14;4010DGF;A0038;Kg;Depuis le 04/06/2021, 2,6000 EUR/Kg;E
14;4010DGF;A0039;Kg;Depuis le 17/01/2022, 1,1600 EUR/Kg;E
14;4010DGF;A0040;Kg;Depuis le 04/06/2021, 2,1250 EUR/Kg;E
126;4010DISBEP;A1830;Kg;Depuis le 27/08/2021, 2,0300 EUR/BTE;E
126;4010DISBEP;A1831;L;Depuis le 27/08/2021, 2,9500 EUR/L;E
126;4010DISBEP;A1832;L;Depuis le 27/08/2021, 2,9500 EUR/L;E
142;4010DOULUX;A2011;P;Depuis le 08/09/2021, 3,5000 EUR/BTE;E
44;4010DPA;A0672;BTE;Depuis le 11/06/2021, 9,0000 EUR/BTE;E
44;4010DPA;A2289;Kg;Depuis le 06/01/2022, 26,7000 EUR/Kg;E
44;4010DPA;A0041;Kg;Depuis le 08/11/2021, 8,9000 EUR/Kg;E
44;4010DPA;A1808;Kg;Depuis le 27/08/2021, 8,5500 EUR/Kg;E
44;4010DPA;A0042;Kg;Depuis le 17/01/2022, 8,5000 EUR/Kg;E
44;4010DPA;A0043;Kg;Depuis le 11/06/2021, 8,9500 EUR/Kg;E
44;4010DPA;A2458;Kg;Depuis le 12/01/2022, 10,5000 EUR/Kg;E
44;4010DPA;A2121;Kg;Depuis le 30/09/2021, 13,5000 EUR/Kg;E
44;4010DPA;A2441;Kg;Depuis le 07/01/2022, 13,4000 EUR/Kg;E
44;4010DPA;A0656;L;Depuis le 11/06/2021, 13,2000 EUR/BTE;E
44;4010DPA;A0668;L;Depuis le 11/06/2021, 4,2000 EUR/L;E
44;4010DPA;A0044;Kg;Depuis le 08/07/2021, 18,7500 EUR/SO;E
44;4010DPA;A1433;Kg;Depuis le 08/07/2021, 7,0000 EUR/BTE;E
44;4010DPA;A2076;Kg;Depuis le 11/06/2021, 52,1700 EUR/SO;E
44;4010DPA;A1828;Kg;Depuis le 27/08/2021, 7,9600 EUR/Kg;E
44;4010DPA;A0627;Kg;Depuis le 15/07/2021, 7,5700 EUR/P;E
44;4010DPA;A1420;Kg;Depuis le 08/07/2021, 8,3800 EUR/Kg;E
44;4010DPA;A2120;Kg;Depuis le 14/01/2022, 12,1500 EUR/Kg;E
44;4010DPA;A0682;BTE;Depuis le 11/06/2021, 6,1000 EUR/BTE;E
44;4010DPA;A1834;L;Depuis le 27/08/2021, 5,2000 EUR/L;E
44;4010DPA;A1425;P;Depuis le 12/10/2021, 60,0000 EUR/CAR;E
44;4010DPA;A1424;P;Depuis le 12/10/2021, 66,0000 EUR/CAR;E
44;4010DPA;A0312;P;Depuis le 26/01/2022, 0,3005 EUR/P;E
44;4010DPA;A2341;P;Depuis le 01/12/2021, 0,0751 EUR/P;E
44;4010DPA;A0047;U;Depuis le 08/07/2021, 3,6000 EUR/U;E
44;4010DPA;A2260;Kg;Depuis le 18/11/2021, 12,8500 EUR/Kg;E
44;4010DPA;A2353;Kg;Depuis le 14/12/2021, 11,2272 EUR/Kg;E
44;4010DPA;A2142;Kg;Depuis le 04/10/2021, 13,0000 EUR/Kg;E
44;4010DPA;A1436;P;Depuis le 12/10/2021, 29,4000 EUR/CAR;E
44;4010DPA;A0094;P;Depuis le 08/11/2021, 107,6000 EUR/SCH;E
44;4010DPA;A2470;P;Depuis le 14/01/2022, 0,2812 EUR/P;E
44;4010DPA;A1437;P;Depuis le 12/10/2021, 79,5000 EUR/SCH;E
44;4010DPA;A0096;P;Depuis le 12/10/2021, 91,4100 EUR/SCH;E
44;4010DPA;A1415;P;Depuis le 12/10/2021, 102,0000 EUR/SCH;E
44;4010DPA;A0097;P;Depuis le 01/12/2021, 89,1500 EUR/SCH;E
44;4010DPA;A0093;P;Depuis le 08/11/2021, 146,0000 EUR/SCH;E
44;4010DPA;A0051;Kg;Depuis le 11/06/2021, 9,1500 EUR/Kg;E
44;4010DPA;A2069;Kg;Depuis le 26/07/2021, 20,0800 EUR/SO;E
44;4010DPA;A0050;Kg;Depuis le 03/11/2021, 20,3000 EUR/Kg;E
44;4010DPA;A1423;P;Depuis le 12/10/2021, 10,6000 EUR/BTE;E
44;4010DPA;A1517;P;Depuis le 22/07/2021, 80,0000 EUR/P;E
44;4010DPA;A1422;BTE;Depuis le 08/07/2021, 17,1000 EUR/BTE;E
44;4010DPA;A1432;Kg;Depuis le 08/07/2021, 96,0000 EUR/CAR;E
44;4010DPA;A1835;Kg;Depuis le 27/08/2021, 6,2500 EUR/Kg;E
44;4010DPA;A0186;Kg;Depuis le 01/12/2021, 4,8500 EUR/Kg;E
44;4010DPA;A0053;Kg;Depuis le 11/06/2021, 5,5800 EUR/Kg;E
44;4010DPA;A1418;Kg;Depuis le 08/07/2021, 5,7000 EUR/U;E
44;4010DPA;A0655;L;Depuis le 11/06/2021, 25,0000 EUR/L;E
44;4010DPA;A1421;BTE;Depuis le 08/07/2021, 10,5000 EUR/BTE;E
44;4010DPA;A0683;Kg;Depuis le 11/06/2021, 11,5000 EUR/BTE;E
44;4010DPA;A0054;Kg;Depuis le 15/07/2021, 26,1000 EUR/BTE;E
44;4010DPA;A0055;Kg;Depuis le 15/07/2021, 22,9000 EUR/BTE;E
44;4010DPA;A2342;P;Depuis le 01/12/2021, 0,0761 EUR/P;E
44;4010DPA;A2471;P;Depuis le 14/01/2022, 0,2072 EUR/P;E
44;4010DPA;A2444;P;Depuis le 10/01/2022, 35,4000 EUR/COL;E
44;4010DPA;A2443;P;Depuis le 10/01/2022, 29,4000 EUR/COL;E
44;4010DPA;A1416;P;Depuis le 12/10/2021, 85,0000 EUR/SCH;E
44;4010DPA;A2242;P;Depuis le 15/11/2021, 0,2122 EUR/P;E
44;4010DPA;A0056;P;Depuis le 12/10/2021, 99,5500 EUR/CAR;E
44;4010DPA;A0057;Kg;Depuis le 08/07/2021, 75,0000 EUR/SO;E
44;4010DPA;A0058;Kg;Depuis le 08/07/2021, 6,7200 EUR/Kg;E
44;4010DPA;A0059;Kg;Depuis le 08/07/2021, 56,0000 EUR/SO;E
44;4010DPA;A1837;Kg;Depuis le 27/08/2021, 55,5000 EUR/CAR;E
44;4010DPA;A1836;Kg;Depuis le 27/08/2021, 183,8000 EUR/SO;E
44;4010DPA;A2259;Kg;Depuis le 18/11/2021, 9,1000 EUR/Kg;E
44;4010DPA;A0060;L;Depuis le 08/07/2021, 3,3100 EUR/L;E
44;4010DPA;A1427;L;Depuis le 08/07/2021, 19,8600 EUR/PAK;E
44;4010DPA;A1435;Kg;Depuis le 08/07/2021, 12,0000 EUR/Kg;E
44;4010DPA;A2171;Kg;Depuis le 13/10/2021, 20,4600 EUR/Kg;E
44;4010DPA;A2245;Kg;Depuis le 16/11/2021, 8,1000 EUR/Kg;E
44;4010DPA;A2244;Kg;Depuis le 16/11/2021, 6,1000 EUR/Kg;E
44;4010DPA;A0653;Kg;Depuis le 11/06/2021, 18,2500 EUR/SO;E
44;4010DPA;A1434;L;Depuis le 08/07/2021, 27,0000 EUR/CAR;E
44;4010DPA;A0654;P;Depuis le 12/10/2021, 18,6000 EUR/SCH;E
44;4010DPA;A1417;Kg;Depuis le 08/07/2021, 6,9800 EUR/Kg;E
44;4010DPA;A0676;RLX;Depuis le 12/10/2021, 8,9500 EUR/RLX;E
44;4010DPA;A0061;RLX;Depuis le 12/10/2021, 6,1500 EUR/RLX;E
44;4010DPA;A2241;P;Depuis le 15/11/2021, 0,2411 EUR/P;E
44;4010DPA;A2238;P;Depuis le 10/11/2021, 52,5000 EUR/CAR;E
44;4010DPA;A1839;P;Depuis le 27/08/2021, 0,4000 EUR/P;E
44;4010DPA;A0660;P;Depuis le 11/06/2021, 31,5000 EUR/CAR;E
44;4010DPA;A0658;P;Depuis le 11/06/2021, 50,0000 EUR/CAR;E
44;4010DPA;A0659;P;Depuis le 11/06/2021, 0,2423 EUR/P;E
44;4010DPA;A0062;Kg;Depuis le 11/06/2021, 26,5000 EUR/SO;E
44;4010DPA;A1838;Kg;Depuis le 27/08/2021, 9,8000 EUR/Kg;E
44;4010DPA;A0481;Kg;Depuis le 07/01/2022, 45,0000 EUR/Kg;E
44;4010DPA;A2296;P;Depuis le 23/11/2021, 27,0000 EUR/CAR;E
44;4010DPA;A2296;P;Depuis le 22/11/2021, 30,3000 EUR/CAR;E
44;4010DPA;A0652;Kg;Depuis le 11/06/2021, 12,1500 EUR/SO;E
44;4010DPA;A0063;Kg;Depuis le 11/06/2021, 29,0000 EUR/SO;E
44;4010DPA;A0064;Kg;Depuis le 11/06/2021, 32,6400 EUR/SO;E
44;4010DPA;A0065;Kg;Depuis le 11/06/2021, 103,0000 EUR/SAC;E
44;4010DPA;A0066;Kg;Depuis le 14/10/2021, 47,1000 EUR/SO;E
44;4010DPA;A0067;Kg;Depuis le 15/07/2021, 103,0000 EUR/SAC;E
44;4010DPA;A0648;Kg;Depuis le 11/06/2021, 6,8000 EUR/Kg;E
44;4010DPA;A0669;Kg;Depuis le 11/06/2021, 8,3000 EUR/Kg;E
44;4010DPA;A0345;Kg;Depuis le 11/06/2021, 5,5200 EUR/Kg;E
44;4010DPA;A0661;Kg;Depuis le 11/06/2021, 2,7000 EUR/Kg;E
44;4010DPA;A0882;U;Depuis le 12/10/2021, 92,8000 EUR/U;E
44;4010DPA;A1800;L;Depuis le 26/01/2022, 2,5500 EUR/L;E
44;4010DPA;A1786;L;Depuis le 26/08/2021, 10,3500 EUR/BID;E
44;4010DPA;A0068;P;Depuis le 12/10/2021, 155,0000 EUR/CAR;E
44;4010DPA;A0069;Kg;Depuis le 11/06/2021, 5,1200 EUR/Kg;E
44;4010DPA;A1826;Kg;Depuis le 07/09/2021, 88,9000 EUR/SAC;E
44;4010DPA;A0670;Kg;Depuis le 11/06/2021, 40,0000 EUR/Kg;E
44;4010DPA;A1419;Kg;Depuis le 08/07/2021, 85,9000 EUR/SCH;E
44;4010DPA;A0678;Kg;Depuis le 21/07/2021, 13,9500 EUR/SO;E
44;4010DPA;A2436;Kg;Depuis le 14/01/2022, 9,3100 EUR/Kg;E
44;4010DPA;A1428;P;Depuis le 08/07/2021, 26,8570 EUR/CAR;E
44;4010DPA;A1429;P;Depuis le 08/07/2021, 26,8370 EUR/CAR;E
44;4010DPA;A1430;P;Depuis le 08/07/2021, 36,4400 EUR/CAR;E
44;4010DPA;A0681;P;Depuis le 12/10/2021, 31,2000 EUR/PQT;E
44;4010DPA;A0070;Kg;Depuis le 11/06/2021, 28,5000 EUR/SO;E
44;4010DPA;A2457;Kg;Depuis le 12/01/2022, 16,2500 EUR/Kg;E
44;4010DPA;A0071;Kg;Depuis le 11/06/2021, 12,8000 EUR/Kg;E
44;4010DPA;A0072;Kg;Depuis le 11/06/2021, 5,5800 EUR/Kg;E
44;4010DPA;A0073;P;Depuis le 12/10/2021, 24,0000 EUR/COL;E
44;4010DPA;A2438;Kg;Depuis le 07/01/2022, 42,7500 EUR/Kg;E
44;4010DPA;A0075;Kg;Depuis le 08/07/2021, 4,6500 EUR/Kg;E
44;4010DPA;A0650;Kg;Depuis le 11/06/2021, 78,8000 EUR/SO;E
44;4010DPA;A0649;Kg;Depuis le 11/06/2021, 32,6500 EUR/SO;E
44;4010DPA;A2258;Kg;Depuis le 18/11/2021, 12,7500 EUR/Kg;E
44;4010DPA;A0930;Kg;Depuis le 08/07/2021, 111,6000 EUR/Kg;E
44;4010DPA;A0462;Kg;Depuis le 11/06/2021, 45,8000 EUR/Kg;E
44;4010DPA;A0662;Kg;Depuis le 08/07/2021, 36,9000 EUR/Kg;E
44;4010DPA;A0076;Kg;Depuis le 11/06/2021, 52,1000 EUR/Kg;E
44;4010DPA;A0077;P;Depuis le 11/06/2021, 12,7400 EUR/PQT;E
44;4010DPA;A1833;P;Depuis le 12/10/2021, 9,0700 EUR/SCH;E
44;4010DPA;A1438;P;Depuis le 12/10/2021, 12,1000 EUR/SCH;E
44;4010DPA;A0671;BTE;Depuis le 11/06/2021, 7,1500 EUR/BTE;E
44;4010DPA;A0680;P;Depuis le 12/10/2021, 189,9600 EUR/CAR;E
44;4010DPA;A0080;Kg;Depuis le 08/07/2021, 65,7000 EUR/SAC;E
44;4010DPA;A0079;Kg;Depuis le 11/06/2021, 5,1150 EUR/Kg;E
44;4010DPA;A0081;Kg;Depuis le 08/07/2021, 98,1000 EUR/SAC;E
44;4010DPA;A0082;Kg;Depuis le 08/07/2021, 63,7000 EUR/SAC;E
44;4010DPA;A0083;Kg;Depuis le 08/07/2021, 40,0000 EUR/SO;E
44;4010DPA;A2071;Kg;Depuis le 20/09/2021, 46,0000 EUR/CAR;E
44;4010DPA;A0679;P;Depuis le 12/10/2021, 12,0000 EUR/SCH;E
44;4010DPA;A0084;P;Depuis le 12/10/2021, 9,8000 EUR/SCH;E
44;4010DPA;A0322;P;Depuis le 12/10/2021, 28,2000 EUR/P;E
44;4010DPA;A0675;P;Depuis le 12/10/2021, 144,0800 EUR/CAR;E
44;4010DPA;A1426;P;Depuis le 12/10/2021, 29,5000 EUR/CAR;E
44;4010DPA;A0085;Kg;Depuis le 08/07/2021, 13,2000 EUR/Kg;E
44;4010DPA;A0674;Kg;Depuis le 11/06/2021, 12,5000 EUR/SAC;E
44;4010DPA;A0086;Kg;Depuis le 08/11/2021, 1,0200 EUR/Kg;E
44;4010DPA;A0087;Kg;Depuis le 11/06/2021, 2,2840 EUR/Kg;E
44;4010DPA;A0088;Kg;Depuis le 13/10/2021, 1,0200 EUR/Kg;E
44;4010DPA;A2322;Kg;Depuis le 23/11/2021, 17,2000 EUR/SAC;E
44;4010DPA;A2070;Kg;Depuis le 23/11/2021, 1,7210 EUR/Kg;E
44;4010DPA;A0038;Kg;Depuis le 08/07/2021, 2,6510 EUR/Kg;E
44;4010DPA;A0091;Kg;Depuis le 08/07/2021, 44,7500 EUR/SAC;E
44;4010DPA;A0039;Kg;Depuis le 02/07/2021, 1,1600 EUR/Kg;E
44;4010DPA;A1431;P;Depuis le 08/07/2021, 34,9000 EUR/CAR;E
44;4010DPA;A0098;Kg;Depuis le 08/07/2021, 14,2000 EUR/SO;E
44;4010DPA;A0657;L;Depuis le 11/06/2021, 10,9700 EUR/L;E
44;4010DPA;A2440;SCH;Depuis le 07/01/2022, 70,0000 EUR/SCH;E
111;4010DRINKS;A0008;Kg;Depuis le 22/07/2021, 1,5500 EUR/Kg;E
13;4010DUCH;A2123;Kg;Depuis le 01/10/2021, 3,4800 EUR/Kg;E
13;4010DUCH;A2557;Kg;Depuis le 08/02/2022, 4,9500 EUR/Kg;E
13;4010DUCH;A2236;Kg;Depuis le 10/11/2021, 9,5500 EUR/Kg;E
13;4010DUCH;A0099;Kg;Depuis le 01/10/2021, 9,5500 EUR/Kg;E
13;4010DUCH;A2201;Kg;Depuis le 19/10/2021, 10,2500 EUR/Kg;E
13;4010DUCH;A2200;Kg;Depuis le 19/10/2021, 10,2500 EUR/Kg;E
13;4010DUCH;A0498;Kg;Depuis le 01/10/2021, 7,1300 EUR/Kg;E
13;4010DUCH;A2399;Kg;Depuis le 22/12/2021, 9,4100 EUR/Kg;E
13;4010DUCH;A0486;Kg;Depuis le 01/10/2021, 6,3700 EUR/Kg;E
13;4010DUCH;A0489;Kg;Depuis le 01/10/2021, 6,1800 EUR/Kg;E
13;4010DUCH;A2392;Kg;Depuis le 21/12/2021, 12,0500 EUR/Kg;E
13;4010DUCH;A0491;Kg;Depuis le 01/10/2021, 8,8000 EUR/Kg;E
13;4010DUCH;A0497;Kg;Depuis le 01/10/2021, 8,2300 EUR/Kg;E
13;4010DUCH;A0500;Kg;Depuis le 01/10/2021, 12,0500 EUR/Kg;E
13;4010DUCH;A2389;Kg;Depuis le 17/12/2021, 19,1000 EUR/Kg;E
13;4010DUCH;A0495;Kg;Depuis le 01/10/2021, 7,7700 EUR/Kg;E
13;4010DUCH;A0494;Kg;Depuis le 01/10/2021, 4,7100 EUR/Kg;E
13;4010DUCH;A2339;Kg;Depuis le 30/11/2021, 8,2400 EUR/Kg;E
13;4010DUCH;A0488;Kg;Depuis le 01/10/2021, 6,1000 EUR/Kg;E
13;4010DUCH;A0100;Kg;Depuis le 01/10/2021, 5,8000 EUR/Kg;E
13;4010DUCH;A1772;Kg;Depuis le 01/10/2021, 10,3000 EUR/Kg;E
13;4010DUCH;A0101;Kg;Depuis le 01/10/2021, 5,7000 EUR/Kg;E
13;4010DUCH;A2366;Kg;Depuis le 14/12/2021, 10,5800 EUR/Kg;E
13;4010DUCH;A0105;P;Depuis le 14/12/2021, 0,4500 EUR/P;E
13;4010DUCH;A0102;P;Depuis le 22/11/2021, 0,4500 EUR/P;E
13;4010DUCH;A0102;P;Depuis le 14/12/2021, 0,4500 EUR/P;E
13;4010DUCH;A0490;P;Depuis le 22/06/2021, 0,4500 EUR/P;E
13;4010DUCH;A0877;P;Depuis le 22/06/2021, 0,4500 EUR/P;E
13;4010DUCH;A0103;P;Depuis le 14/12/2021, 0,4500 EUR/P;E
13;4010DUCH;A0104;P;Depuis le 14/12/2021, 0,4500 EUR/P;E
13;4010DUCH;A0510;Kg;Depuis le 01/10/2021, 6,1800 EUR/Kg;E
13;4010DUCH;A2361;Kg;Depuis le 13/12/2021, 9,5500 EUR/Kg;E
13;4010DUCH;A0512;Kg;Depuis le 01/10/2021, 9,5500 EUR/Kg;E
13;4010DUCH;A0511;Kg;Depuis le 01/10/2021, 6,1800 EUR/Kg;E
13;4010DUCH;A0487;Kg;Depuis le 01/10/2021, 4,4500 EUR/Kg;E
13;4010DUCH;A2363;Kg;Depuis le 13/12/2021, 12,3100 EUR/Kg;E
13;4010DUCH;A2119;Kg;Depuis le 01/10/2021, 5,8000 EUR/Kg;E
13;4010DUCH;A1840;Kg;Depuis le 01/10/2021, 4,7000 EUR/Kg;E
13;4010DUCH;A1841;Kg;Depuis le 01/10/2021, 2,3000 EUR/Kg;E
13;4010DUCH;A0277;P;Depuis le 30/08/2021, 0,0400 EUR/P;E
13;4010DUCH;A0492;Kg;Depuis le 01/10/2021, 8,8000 EUR/Kg;E
13;4010DUCH;A0493;Kg;Depuis le 01/10/2021, 9,6000 EUR/Kg;E
13;4010DUCH;A2362;Kg;Depuis le 13/12/2021, 10,4700 EUR/Kg;E
13;4010DUCH;A0509;Kg;Depuis le 01/10/2021, 2,3000 EUR/Kg;E
13;4010DUCH;A0505;Kg;Depuis le 01/10/2021, 2,8000 EUR/Kg;E
13;4010DUCH;A0506;Kg;Depuis le 01/10/2021, 2,7000 EUR/Kg;E
13;4010DUCH;A0106;Kg;Depuis le 01/10/2021, 5,2000 EUR/Kg;E
13;4010DUCH;A0503;Kg;Depuis le 01/10/2021, 7,4500 EUR/Kg;E
13;4010DUCH;A0507;Kg;Depuis le 01/10/2021, 8,5000 EUR/Kg;E
13;4010DUCH;A0501;Kg;Depuis le 01/10/2021, 2,8000 EUR/Kg;E
