Chrono;Fourn.;Article;UC;Prix brut;Validit
13;4010DUCH;A0499;Kg;Depuis le 01/10/2021, 8,8000 EUR/Kg;E
13;4010DUCH;A2364;Kg;Depuis le 13/12/2021, 6,0300 EUR/Kg;E
13;4010DUCH;A0504;P;Depuis le 08/06/2021, 1,4925 EUR/P;E
13;4010DUCH;A0876;Kg;Depuis le 01/10/2021, 7,8000 EUR/Kg;E
13;4010DUCH;A0107;Kg;Depuis le 01/10/2021, 8,3000 EUR/Kg;E
13;4010DUCH;A0496;Kg;Depuis le 01/10/2021, 9,1100 EUR/Kg;E
13;4010DUCH;A0108;Kg;Depuis le 01/10/2021, 4,4500 EUR/Kg;E
97;4010ECLAT;A1310;L;Depuis le 05/07/2021, 56,7000 EUR/U;E
143;4010ECOCHI;A0638;P;Depuis le 08/09/2021, 8,2000 EUR/BTE;E
143;4010ECOCHI;A1528;P;Depuis le 08/09/2021, 19,5000 EUR/SCH;E
164;4010ECOPEI;A2110;P;Depuis le 28/09/2021, 0,1050 EUR/P;E
164;4010ECOPEI;A2230;P;Depuis le 08/11/2021, 96,7700 EUR/COL;E
41;4010ECOTEL;A0638;P;Depuis le 11/06/2021, 14,3800 EUR/BTE;E
41;4010ECOTEL;A0639;P;Depuis le 11/06/2021, 6,8816 EUR/CAR;E
41;4010ECOTEL;A0052;P;Depuis le 27/07/2021, 10,3400 EUR/SCH;E
51;4010EKOP;A0819;P;Depuis le 17/06/2021, 0,2828 EUR/P;E
51;4010EKOP;A0820;P;Depuis le 17/06/2021, 42,3200 EUR/COL;E
51;4010EKOP;A0821;RLX;Depuis le 17/06/2021, 38,0000 EUR/CAR;E
51;4010EKOP;A0822;P;Depuis le 17/06/2021, 80,0000 EUR/COL;E
124;4010ELIP;A2064;P;Depuis le 30/11/2021, 5,3500 EUR/P;E
124;4010ELIP;A2566;P;Depuis le 11/02/2022, 4,3900 EUR/P;E
124;4010ELIP;A2567;P;Depuis le 11/02/2022, 6,1900 EUR/P;E
124;4010ELIP;A2262;P;Depuis le 30/11/2021, 11,9600 EUR/PQT;E
124;4010ELIP;A0110;P;Depuis le 30/11/2021, 17,4000 EUR/PQT;E
124;4010ELIP;A2568;P;Depuis le 11/02/2022, 2,1566 EUR/P;E
124;4010ELIP;A0111;P;Depuis le 30/11/2021, 11,9600 EUR/PQT;E
124;4010ELIP;A1806;P;Depuis le 30/11/2021, 5,0400 EUR/SCH;E
124;4010ELIP;A0112;U;Depuis le 30/11/2021, 4,3900 EUR/U;E
124;4010ELIP;A2065;U;Depuis le 30/11/2021, 0,0000 EUR/U;E
124;4010ELIP;A2253;P;Depuis le 30/11/2021, 5,5100 EUR/BTE;E
124;4010ELIP;A2136;P;Depuis le 30/11/2021, 6,3300 EUR/BTE;E
124;4010ELIP;A0113;P;Depuis le 30/11/2021, 9,8700 EUR/BTE;E
124;4010ELIP;A0114;P;Depuis le 30/11/2021, 1,0000 EUR/P;E
124;4010ELIP;A0115;U;Depuis le 30/11/2021, 1,6400 EUR/U;E
124;4010ELIP;A0116;L;Depuis le 30/11/2021, 6,6900 EUR/U;E
124;4010ELIP;A0117;L;Depuis le 30/11/2021, 26,4100 EUR/BID;E
124;4010ELIP;A0118;U;Depuis le 30/11/2021, 5,0200 EUR/U;E
124;4010ELIP;A1799;L;Depuis le 30/11/2021, 1,7500 EUR/U;E
124;4010ELIP;A0119;L;Depuis le 30/11/2021, 22,0000 EUR/BID;E
124;4010ELIP;A2056;L;Depuis le 30/11/2021, 0,0000 EUR/BID;E
124;4010ELIP;A0120;L;Depuis le 30/11/2021, 15,5700 EUR/BID;E
124;4010ELIP;A2057;U;Depuis le 30/11/2021, 15,3700 EUR/U;E
124;4010ELIP;A0121;U;Depuis le 30/11/2021, 5,5100 EUR/U;E
124;4010ELIP;A2133;Kg;Depuis le 30/11/2021, 44,5700 EUR/Kg;E
124;4010ELIP;A0122;L;Depuis le 30/11/2021, 14,9400 EUR/BID;E
124;4010ELIP;A0124;U;Depuis le 30/11/2021, 5,1100 EUR/U;E
124;4010ELIP;A2131;L;Depuis le 30/11/2021, 13,8400 EUR/BID;E
124;4010ELIP;A0125;L;Depuis le 30/11/2021, 12,9700 EUR/BID;E
124;4010ELIP;A0126;U;Depuis le 30/11/2021, 4,1300 EUR/U;E
124;4010ELIP;A0127;L;Depuis le 30/11/2021, 1,5100 EUR/L;E
124;4010ELIP;A1798;P;Depuis le 30/11/2021, 5,8100 EUR/PQT;E
124;4010ELIP;A2060;P;Depuis le 30/11/2021, 0,0000 EUR/BTE;E
124;4010ELIP;A2455;U;Depuis le 12/01/2022, 38,0500 EUR/U;E
124;4010ELIP;A2454;P;Depuis le 12/01/2022, 7,2200 EUR/P;E
124;4010ELIP;A1796;P;Depuis le 30/11/2021, 8,5300 EUR/BTE;E
124;4010ELIP;A1795;P;Depuis le 30/11/2021, 5,2000 EUR/BTE;E
124;4010ELIP;A0128;P;Depuis le 30/11/2021, 5,2000 EUR/BTE;E
124;4010ELIP;A1797;P;Depuis le 30/11/2021, 8,5300 EUR/BTE;E
124;4010ELIP;A2011;P;Depuis le 30/11/2021, 7,0600 EUR/BTE;E
124;4010ELIP;A2261;P;Depuis le 30/11/2021, 7,0600 EUR/BTE;E
124;4010ELIP;A0852;P;Depuis le 30/11/2021, 7,0600 EUR/BTE;E
124;4010ELIP;A2130;P;Depuis le 30/11/2021, 0,0000 EUR/BTE;E
124;4010ELIP;A2129;P;Depuis le 30/11/2021, 0,0000 EUR/BTE;E
124;4010ELIP;A0129;P;Depuis le 30/11/2021, 0,0000 EUR/BTE;E
124;4010ELIP;A2128;P;Depuis le 30/11/2021, 0,0000 EUR/BTE;E
124;4010ELIP;A2134;U;Depuis le 30/11/2021, 0,0000 EUR/U;E
124;4010ELIP;A0130;P;Depuis le 30/11/2021, 0,0000 EUR/CAR;E
124;4010ELIP;A0131;P;Depuis le 30/11/2021, 11,9600 EUR/P;E
124;4010ELIP;A0132;P;Depuis le 30/11/2021, 5,9400 EUR/PQT;E
124;4010ELIP;A2135;P;Depuis le 30/11/2021, 11,9100 EUR/BTE;E
124;4010ELIP;A0133;P;Depuis le 30/11/2021, 9,8700 EUR/P;E
124;4010ELIP;A2264;P;Depuis le 30/11/2021, 4,4100 EUR/P;E
124;4010ELIP;A2063;P;Depuis le 30/11/2021, 6,8500 EUR/BTE;E
124;4010ELIP;A0134;RLX;Depuis le 30/11/2021, 13,8600 EUR/PQT;E
124;4010ELIP;A2143;RLX;Depuis le 30/11/2021, 14,0400 EUR/PQT;E
124;4010ELIP;A2126;P;Depuis le 30/11/2021, 0,0000 EUR/P;E
124;4010ELIP;A2347;Kg;Depuis le 07/12/2021, 22,9100 EUR/Kg;E
124;4010ELIP;A2062;P;Depuis le 30/11/2021, 4,5400 EUR/P;E
124;4010ELIP;A0135;P;Depuis le 30/11/2021, 7,5300 EUR/P;E
124;4010ELIP;A2263;P;Depuis le 30/11/2021, 11,9600 EUR/P;E
124;4010ELIP;A2061;RLX;Depuis le 30/11/2021, 0,0000 EUR/RLX;E
124;4010ELIP;A2124;P;Depuis le 30/11/2021, 33,9200 EUR/CAR;E
124;4010ELIP;A2125;RLX;Depuis le 30/11/2021, 44,6300 EUR/CAR;E
124;4010ELIP;A0136;P;Depuis le 30/11/2021, 88,8100 EUR/BTE;E
124;4010ELIP;A0137;L;Depuis le 30/11/2021, 15,1700 EUR/U;E
124;4010ELIP;A2059;Kg;Depuis le 30/11/2021, 62,3700 EUR/BID;E
124;4010ELIP;A2058;L;Depuis le 30/11/2021, 16,4800 EUR/BID;E
124;4010ELIP;A2132;L;Depuis le 30/11/2021, 4,1800 EUR/L;E
124;4010ELIP;A0138;L;Depuis le 30/11/2021, 5,9500 EUR/BID;E
124;4010ELIP;A0139;L;Depuis le 30/11/2021, 6,0100 EUR/BID;E
124;4010ELIP;A2453;P;Depuis le 12/01/2022, 3,2800 EUR/P;E
124;4010ELIP;A0140;P;Depuis le 30/11/2021, 6,0300 EUR/PQT;E
124;4010ELIP;A0141;P;Depuis le 30/11/2021, 7,6000 EUR/BTE;E
144;4010ERICLA;A2012;Kg;Depuis le 08/09/2021, 6,0000 EUR/U;E
108;4010ETIQ;A0144;RLX;Depuis le 11/08/2021, 7,3500 EUR/RLX;E
108;4010ETIQ;A0145;RLX;Depuis le 11/08/2021, 8,0000 EUR/RLX;E
108;4010ETIQ;A0143;P;Depuis le 11/08/2021, 30,0000 EUR/RLX;E
108;4010ETIQ;A1761;RLX;Depuis le 11/08/2021, 0,5000 EUR/RLX;E
108;4010ETIQ;A1763;RLX;Depuis le 11/08/2021, 9,4000 EUR/RLX;E
108;4010ETIQ;A1764;P;Depuis le 11/08/2021, 0,2200 EUR/P;E
108;4010ETIQ;A1762;RLX;Depuis le 11/08/2021, 1,5000 EUR/RLX;E
108;4010ETIQ;A2221;RLX;Depuis le 04/11/2021, 12,3600 EUR/RLX;E
91;4010EUREKA;A1088;P;Depuis le 01/07/2021, 0,2755 EUR/P;E
91;4010EUREKA;A1089;P;Depuis le 01/07/2021, 0,2755 EUR/P;E
91;4010EUREKA;A1496;P;Depuis le 16/07/2021, 0,2755 EUR/P;E
52;4010EURO;A0823;P;Depuis le 30/12/2021, 60,8300 EUR/CAR;E
52;4010EURO;A0824;P;Depuis le 30/12/2021, 70,0500 EUR/CAR;E
52;4010EURO;A0839;P;Depuis le 24/12/2021, 105,9900 EUR/CAR;E
52;4010EURO;A0840;P;Depuis le 30/12/2021, 0,0322 EUR/P;E
52;4010EURO;A0841;P;Depuis le 30/12/2021, 0,0599 EUR/P;E
52;4010EURO;A0842;P;Depuis le 17/06/2021, 73,5200 EUR/CAR;E
52;4010EURO;A1012;P;Depuis le 24/12/2021, 70,5000 EUR/CAR;E
52;4010EURO;A1787;P;Depuis le 30/12/2021, 50,6900 EUR/CAR;E
52;4010EURO;A2229;P;Depuis le 30/12/2021, 77,4200 EUR/CAR;E
52;4010EURO;A2298;P;Depuis le 23/11/2021, 0,1336 EUR/P;E
52;4010EURO;A2310;P;Depuis le 23/11/2021, 39,6310 EUR/CAR;E
52;4010EURO;A2311;P;Depuis le 23/11/2021, 35,0230 EUR/CAR;E
52;4010EURO;A2312;P;Depuis le 23/11/2021, 0,5416 EUR/P;E
52;4010EURO;A2425;P;Depuis le 30/12/2021, 75,5800 EUR/CAR;E
52;4010EURO;A2426;P;Depuis le 30/12/2021, 79,2600 EUR/CAR;E
52;4010EURO;A2427;P;Depuis le 30/12/2021, 70,0500 EUR/CAR;E
29;4010FERMES;A0148;P;Depuis le 09/06/2021, 0,2400 EUR/P;E
29;4010FERMES;A1774;SAC;Depuis le 11/01/2022, 6,5000 EUR/SAC;E
29;4010FERMES;A1815;P;Depuis le 27/08/2021, 1,4000 EUR/BTE;E
29;4010FERMES;A1816;Kg;Depuis le 27/08/2021, 11,5000 EUR/SAC;E
29;4010FERMES;A2038;Kg;Depuis le 17/11/2021, 1,5200 EUR/Kg;E
29;4010FERMES;A1817;P;Depuis le 27/08/2021, 3,9500 EUR/BTE;E
23;4010FMR;A0528;P;Depuis le 09/06/2021, 0,1300 EUR/P;E
23;4010FMR;A2446;P;Depuis le 11/01/2022, 0,0900 EUR/P;E
23;4010FMR;A0531;P;Depuis le 09/06/2021, 0,0150 EUR/P;E
23;4010FMR;A0532;P;Depuis le 09/06/2021, 0,0280 EUR/P;E
23;4010FMR;A2447;P;Depuis le 11/01/2022, 0,0500 EUR/P;E
23;4010FMR;A0533;P;Depuis le 09/06/2021, 0,1200 EUR/P;E
23;4010FMR;A0534;P;Depuis le 09/06/2021, 0,0600 EUR/P;E
23;4010FMR;A0535;P;Depuis le 09/06/2021, 0,2000 EUR/P;E
23;4010FMR;A0848;P;Depuis le 15/09/2021, 0,0350 EUR/P;E
23;4010FMR;A1246;P;Depuis le 28/07/2021, 0,0350 EUR/P;E
23;4010FMR;A1248;P;Depuis le 27/07/2021, 0,0148 EUR/P;E
23;4010FMR;A1547;P;Depuis le 27/07/2021, 0,0600 EUR/P;E
23;4010FMR;A1548;P;Depuis le 27/07/2021, 0,0350 EUR/P;E
23;4010FMR;A1549;P;Depuis le 27/07/2021, 0,0960 EUR/P;E
23;4010FMR;A1550;P;Depuis le 27/07/2021, 0,1200 EUR/P;E
23;4010FMR;A1551;P;Depuis le 27/07/2021, 0,0070 EUR/P;E
23;4010FMR;A1552;P;Depuis le 27/07/2021, 0,0900 EUR/P;E
23;4010FMR;A1553;P;Depuis le 27/07/2021, 0,1000 EUR/P;E
23;4010FMR;A1555;P;Depuis le 28/07/2021, 0,1200 EUR/P;E
23;4010FMR;A1556;P;Depuis le 28/07/2021, 0,0190 EUR/P;E
23;4010FMR;A1557;P;Depuis le 28/07/2021, 0,0600 EUR/P;E
23;4010FMR;A1558;P;Depuis le 28/07/2021, 0,0500 EUR/P;E
23;4010FMR;A1559;Kg;Depuis le 28/07/2021, 80,0000 EUR/Kg;E
23;4010FMR;A1561;P;Depuis le 28/07/2021, 0,0500 EUR/P;E
23;4010FMR;A1562;P;Depuis le 28/07/2021, 0,2600 EUR/P;E
23;4010FMR;A1565;P;Depuis le 28/07/2021, 0,2600 EUR/P;E
23;4010FMR;A1566;P;Depuis le 28/07/2021, 0,2700 EUR/P;E
23;4010FMR;A1567;P;Depuis le 28/07/2021, 0,0400 EUR/P;E
23;4010FMR;A1568;P;Depuis le 28/07/2021, 0,0400 EUR/P;E
23;4010FMR;A1569;P;Depuis le 13/10/2021, 0,2800 EUR/P;E
23;4010FMR;A1570;P;Depuis le 28/07/2021, 0,4500 EUR/P;E
23;4010FMR;A1788;P;Depuis le 26/08/2021, 90,0000 EUR/CAR;E
23;4010FMR;A1803;P;Depuis le 26/08/2021, 60,0000 EUR/CAR;E
23;4010FMR;A2105;P;Depuis le 28/09/2021, 0,2500 EUR/P;E
23;4010FMR;A2216;P;Depuis le 29/10/2021, 91,2000 EUR/CAR;E
79;4010FORICH;A1576;Kg;Depuis le 28/07/2021, 4,2100 EUR/Kg;E
79;4010FORICH;A1536;P;Depuis le 26/07/2021, 0,2450 EUR/P;E
79;4010FORICH;A1579;P;Depuis le 28/07/2021, 0,0475 EUR/P;E
79;4010FORICH;A1052;Kg;Depuis le 30/06/2021, 10,0700 EUR/Kg;E
79;4010FORICH;A1933;Kg;Depuis le 04/11/2021, 1,3300 EUR/Kg;E
79;4010FORICH;A1572;Kg;Depuis le 28/07/2021, 8,7000 EUR/Kg;E
79;4010FORICH;A1574;Kg;Depuis le 28/07/2021, 7,7000 EUR/Kg;E
79;4010FORICH;A2267;Kg;Depuis le 18/11/2021, 6,4100 EUR/KG;E
79;4010FORICH;A1573;Kg;Depuis le 28/07/2021, 6,3000 EUR/Kg;E
79;4010FORICH;A1535;Kg;Depuis le 26/07/2021, 4,0000 EUR/Kg;E
79;4010FORICH;A1051;Kg;Depuis le 30/06/2021, 1,5100 EUR/Kg;E
79;4010FORICH;A1934;Kg;Depuis le 02/09/2021, 1,8500 EUR/Kg;E
79;4010FORICH;A1049;Kg;Depuis le 30/06/2021, 1,2800 EUR/Kg;E
79;4010FORICH;A0295;Kg;Depuis le 04/11/2021, 1,2800 EUR/Kg;E
79;4010FORICH;A1575;Kg;Depuis le 28/07/2021, 1,2600 EUR/Kg;E
79;4010FORICH;A1767;Kg;Depuis le 04/11/2021, 0,9400 EUR/Kg;E
79;4010FORICH;A1768;Kg;Depuis le 18/08/2021, 1,7300 EUR/Kg;E
79;4010FORICH;A1510;Kg;Depuis le 20/07/2021, 13,2000 EUR/Kg;E
79;4010FORICH;A2232;Kg;Depuis le 08/11/2021, 1,9800 EUR/Kg;E
79;4010FORICH;A1509;Kg;Depuis le 20/07/2021, 1,3700 EUR/Kg;E
79;4010FORICH;A1577;P;Depuis le 28/07/2021, 0,0520 EUR/P;E
79;4010FORICH;A1578;Kg;Depuis le 28/07/2021, 0,9800 EUR/Kg;E
79;4010FORICH;A1769;Kg;Depuis le 18/08/2021, 0,9800 EUR/Kg;E
79;4010FORICH;A1050;Kg;Depuis le 30/06/2021, 1,6600 EUR/Kg;E
30;4010FR;A1320;Kg;Depuis le 31/01/2022, 4,5000 EUR/Kg;E
30;4010FR;A2560;Kg;Depuis le 08/02/2022, 1,5000 EUR/Kg;E
30;4010FR;A0149;P;Depuis le 31/01/2022, 1,1000 EUR/P;E
30;4010FR;A0150;Kg;Depuis le 31/01/2022, 1,5000 EUR/Kg;E
30;4010FR;A0281;P;Depuis le 05/07/2021, 1,1000 EUR/P;E
30;4010FR;A0151;Kg;Depuis le 31/01/2022, 1,5000 EUR/Kg;E
30;4010FR;A0152;Kg;Depuis le 31/01/2022, 2,5000 EUR/Kg;E
30;4010FR;A0153;Kg;Depuis le 31/01/2022, 2,0000 EUR/Kg;E
30;4010FR;A0154;Kg;Depuis le 08/02/2022, 2,5000 EUR/Kg;E
30;4010FR;A0155;Kg;Depuis le 31/01/2022, 1,9000 EUR/Kg;E
30;4010FR;A2433;Kg;Depuis le 05/01/2022, 1,9000 EUR/Kg;E
30;4010FR;A0156;Kg;Depuis le 31/01/2022, 1,0000 EUR/Kg;E
30;4010FR;A0156;P;Depuis le 31/01/2022, 1,5000 EUR/P;E
30;4010FR;A0157;Kg;Depuis le 15/11/2021, 1,9000 EUR/Kg;E
30;4010FR;A1319;Kg;Depuis le 31/01/2022, 2,0000 EUR/Kg;E
30;4010FR;A0158;Kg;Depuis le 15/11/2021, 2,0000 EUR/Kg;E
30;4010FR;A1321;Kg;Depuis le 31/01/2022, 1,5000 EUR/Kg;E
30;4010FR;A1322;Kg;Depuis le 31/01/2022, 2,0000 EUR/Kg;E
30;4010FR;A1323;Kg;Depuis le 31/01/2022, 6,0000 EUR/Kg;E
30;4010FR;A0159;Kg;Depuis le 31/01/2022, 1,5000 EUR/Kg;E
30;4010FR;A0159;P;Depuis le 31/01/2022, 0,8000 EUR/P;E
30;4010FR;A0160;Kg;Depuis le 31/01/2022, 2,5000 EUR/Kg;E
30;4010FR;A1324;Kg;Depuis le 31/01/2022, 6,0000 EUR/Kg;E
30;4010FR;A0161;Kg;Depuis le 31/01/2022, 9,0000 EUR/Kg;E
30;4010FR;A1325;Kg;Depuis le 31/01/2022, 3,0000 EUR/Kg;E
30;4010FR;A1056;Kg;Depuis le 31/01/2022, 1,2000 EUR/Kg;E
30;4010FR;A2459;Kg;Depuis le 13/01/2022, 4,0000 EUR/Kg;E
30;4010FR;A1244;Kg;Depuis le 31/01/2022, 3,5000 EUR/Kg;E
30;4010FR;A0449;P;Depuis le 31/01/2022, 1,5000 EUR/P;E
30;4010FR;A0162;Kg;Depuis le 31/01/2022, 1,8000 EUR/Kg;E
30;4010FR;A0454;Kg;Depuis le 31/01/2022, 6,0000 EUR/Kg;E
30;4010FR;A0454;Kg;Depuis le 31/01/2022, 1,8000 EUR/P;E
30;4010FR;A0450;Kg;Depuis le 31/01/2022, 1,9000 EUR/Kg;E
30;4010FR;A0163;Kg;Depuis le 08/02/2022, 1,5000 EUR/Kg;E
30;4010FR;A0164;Kg;Depuis le 31/01/2022, 2,0000 EUR/Kg;E
30;4010FR;A0165;Kg;Depuis le 31/01/2022, 2,0000 EUR/Kg;E
30;4010FR;A0166;P;Depuis le 31/01/2022, 2,0000 EUR/P;E
30;4010FR;A0166;Kg;Depuis le 31/01/2022, 9,0000 EUR/Kg;E
30;4010FR;A0167;Kg;Depuis le 31/01/2022, 3,5000 EUR/Kg;E
30;4010FR;A1805;Kg;Depuis le 18/10/2021, 6,3700 EUR/Kg;E
30;4010FR;A0168;Kg;Depuis le 31/01/2022, 2,5000 EUR/Kg;E
30;4010FR;A0453;Kg;Depuis le 31/01/2022, 1,9000 EUR/Kg;E
30;4010FR;A1332;Kg;Depuis le 05/07/2021, 1,2000 EUR/Kg;E
30;4010FR;A0470;Kg;Depuis le 18/10/2021, 4,5000 EUR/Kg;E
30;4010FR;A0172;Kg;Depuis le 31/01/2022, 1,2000 EUR/P;E
30;4010FR;A0447;Kg;Depuis le 31/01/2022, 1,0000 EUR/KG;E
30;4010FR;A0169;P;Depuis le 31/01/2022, 0,8000 EUR/P;E
30;4010FR;A0170;Kg;Depuis le 31/01/2022, 8,0000 EUR/Kg;E
30;4010FR;A1326;BAQ;Depuis le 31/01/2022, 1,2000 EUR/BAQ;E
30;4010FR;A0171;Kg;Depuis le 31/01/2022, 1,5000 EUR/Kg;E
48;4010FRAIS;A0783;Kg;Depuis le 16/06/2021, 9,9900 EUR/Kg;E
48;4010FRAIS;A2563;Kg;Depuis le 10/02/2022, 35,5900 EUR/Kg;E
48;4010FRAIS;A1674;BTE;Depuis le 03/08/2021, 1,8900 EUR/BTE;E
48;4010FRAIS;A0732;Kg;Depuis le 15/06/2021, 8,9700 EUR/Kg;E
48;4010FRAIS;A2246;Kg;Depuis le 17/12/2021, 26,6500 EUR/U;E
48;4010FRAIS;A1696;Kg;Depuis le 06/08/2021, 9,7250 EUR/Kg;E
48;4010FRAIS;A0778;Kg;Depuis le 16/06/2021, 3,6480 EUR/POT;E
48;4010FRAIS;A0005;P;Depuis le 31/08/2021, 11,6840 EUR/SCH;E
48;4010FRAIS;A0711;RLX;Depuis le 15/06/2021, 16,1200 EUR/RLX;E
48;4010FRAIS;A0041;Kg;Depuis le 15/06/2021, 15,3000 EUR/Kg;E
48;4010FRAIS;A2209;Kg;Depuis le 26/10/2021, 11,7370 EUR/Kg;E
48;4010FRAIS;A2418;Kg;Depuis le 28/12/2021, 8,8300 EUR/Kg;E
48;4010FRAIS;A1581;BTE;Depuis le 30/07/2021, 2,3830 EUR/BTE;E
48;4010FRAIS;A1465;Kg;Depuis le 15/07/2021, 1,2500 EUR/BAQ;E
48;4010FRAIS;A0668;L;Depuis le 16/11/2021, 6,7060 EUR/L;E
48;4010FRAIS;A2072;L;Depuis le 15/07/2021, 5,1800 EUR/L;E
48;4010FRAIS;A2165;L;Depuis le 08/10/2021, 14,9900 EUR/L;E
48;4010FRAIS;A0442;L;Depuis le 30/07/2021, 6,4510 EUR/L;E
48;4010FRAIS;A1585;BTE;Depuis le 30/07/2021, 8,9730 EUR/BTE;E
48;4010FRAIS;A0700;Kg;Depuis le 14/06/2021, 8,9900 EUR/Kg;E
48;4010FRAIS;A1807;Kg;Depuis le 09/02/2022, 33,3120 EUR/Kg;E
48;4010FRAIS;A2199;Kg;Depuis le 15/07/2021, 9,3870 EUR/Kg;E
48;4010FRAIS;A1495;P;Depuis le 17/01/2022, 3,0000 EUR/P;E
48;4010FRAIS;A1303;P;Depuis le 02/07/2021, 3,9900 EUR/SCH;E
48;4010FRAIS;A2337;Kg;Depuis le 30/11/2021, 31,9000 EUR/Kg;E
48;4010FRAIS;A1462;Kg;Depuis le 15/07/2021, 1,2500 EUR/BAQ;E
48;4010FRAIS;A1295;P;Depuis le 02/07/2021, 118,1550 EUR/CAR;E
48;4010FRAIS;A1812;P;Depuis le 27/08/2021, 147,8720 EUR/CAR;E
48;4010FRAIS;A1813;P;Depuis le 27/08/2021, 168,7690 EUR/P;E
48;4010FRAIS;A1554;P;Depuis le 28/07/2021, 147,8720 EUR/CAR;E
48;4010FRAIS;A0720;Kg;Depuis le 15/06/2021, 7,8700 EUR/Kg;E
48;4010FRAIS;A0651;Kg;Depuis le 20/08/2021, 18,3500 EUR/Kg;E
48;4010FRAIS;A1289;Kg;Depuis le 01/02/2022, 6,8960 EUR/Kg;E
48;4010FRAIS;A0693;Kg;Depuis le 14/06/2021, 6,8900 EUR/Kg;E
48;4010FRAIS;A0745;Kg;Depuis le 16/06/2021, 8,7900 EUR/Kg;E
48;4010FRAIS;A1811;Kg;Depuis le 27/08/2021, 7,9800 EUR/Kg;E
48;4010FRAIS;A1589;U;Depuis le 30/07/2021, 2,0390 EUR/U;E
48;4010FRAIS;A1619;U;Depuis le 03/08/2021, 1,5900 EUR/U;E
48;4010FRAIS;A1590;U;Depuis le 30/07/2021, 1,8950 EUR/U;E
48;4010FRAIS;A2419;Kg;Depuis le 29/12/2021, 9,6575 EUR/Kg;E
48;4010FRAIS;A2494;Kg;Depuis le 19/01/2022, 4,3500 EUR/Kg;E
48;4010FRAIS;A1478;Kg;Depuis le 16/07/2021, 4,5640 EUR/Kg;E
48;4010FRAIS;A1477;Kg;Depuis le 16/07/2021, 4,3500 EUR/Kg;E
48;4010FRAIS;A0694;Kg;Depuis le 14/06/2021, 5,3900 EUR/Kg;E
48;4010FRAIS;A1591;Kg;Depuis le 30/07/2021, 9,9990 EUR/Kg;E
48;4010FRAIS;A1592;Kg;Depuis le 30/07/2021, 15,5990 EUR/BTE;E
48;4010FRAIS;A1593;Kg;Depuis le 30/07/2021, 17,9970 EUR/BTE;E
48;4010FRAIS;A0609;Kg;Depuis le 16/07/2021, 25,8000 EUR/Kg;E
48;4010FRAIS;A2528;P;Depuis le 27/01/2022, 0,5214 EUR/P;E
48;4010FRAIS;A0742;Kg;Depuis le 16/06/2021, 8,6000 EUR/Kg;E
48;4010FRAIS;A1638;Kg;Depuis le 03/08/2021, 34,8690 EUR/Kg;E
48;4010FRAIS;A1658;Kg;Depuis le 03/08/2021, 11,8150 EUR/Kg;E
48;4010FRAIS;A1594;Kg;Depuis le 30/07/2021, 3,1170 EUR/Kg;E
48;4010FRAIS;A0176;Kg;Depuis le 16/06/2021, 3,5500 EUR/SCH;E
48;4010FRAIS;A1671;Kg;Depuis le 12/11/2021, 2,2630 EUR/SCH;E
48;4010FRAIS;A0719;Kg;Depuis le 02/07/2021, 11,9940 EUR/Kg;E
48;4010FRAIS;A0747;Kg;Depuis le 16/06/2021, 2,3200 EUR/P;E
48;4010FRAIS;A2410;Kg;Depuis le 27/12/2021, 22,5600 EUR/Kg;E
48;4010FRAIS;A1327;Kg;Depuis le 05/07/2021, 5,4300 EUR/Kg;E
48;4010FRAIS;A1328;Kg;Depuis le 05/07/2021, 8,5300 EUR/Kg;E
48;4010FRAIS;A0177;Kg;Depuis le 14/06/2021, 7,6950 EUR/Kg;E
48;4010FRAIS;A1595;Kg;Depuis le 30/07/2021, 4,1140 EUR/SCH;E
48;4010FRAIS;A1818;Kg;Depuis le 30/07/2021, 12,8570 EUR/Kg;E
48;4010FRAIS;A0802;Kg;Depuis le 16/06/2021, 15,1480 EUR/Kg;E
48;4010FRAIS;A1288;Kg;Depuis le 02/07/2021, 4,9500 EUR/Kg;E
48;4010FRAIS;A1637;Kg;Depuis le 03/08/2021, 2,2500 EUR/BTE;E
48;4010FRAIS;A1624;Kg;Depuis le 03/08/2021, 8,6910 EUR/Kg;E
48;4010FRAIS;A0746;Kg;Depuis le 16/06/2021, 14,0570 EUR/Kg;E
48;4010FRAIS;A0178;Kg;Depuis le 14/06/2021, 2,7500 EUR/BTE;E
48;4010FRAIS;A1622;Kg;Depuis le 03/08/2021, 24,4880 EUR/SCH;E
48;4010FRAIS;A2167;Kg;Depuis le 08/10/2021, 23,6620 EUR/Kg;E
48;4010FRAIS;A2297;Kg;Depuis le 23/11/2021, 13,7100 EUR/Kg;E
48;4010FRAIS;A1299;Kg;Depuis le 02/07/2021, 19,7100 EUR/Kg;E
48;4010FRAIS;A2431;BTE;Depuis le 31/12/2021, 99,9900 EUR/BTE;E
48;4010FRAIS;A0179;BTE;Depuis le 14/06/2021, 4,4480 EUR/BTE;E
48;4010FRAIS;A1598;Kg;Depuis le 30/07/2021, 14,7920 EUR/Kg;E
48;4010FRAIS;A1464;Kg;Depuis le 15/07/2021, 1,2500 EUR/BAQ;E
48;4010FRAIS;A2118;Kg;Depuis le 29/09/2021, 3,7300 EUR/BTE;E
48;4010FRAIS;A1330;Kg;Depuis le 05/07/2021, 18,7500 EUR/Kg;E
48;4010FRAIS;A0754;Kg;Depuis le 16/06/2021, 6,7200 EUR/Kg;E
